x,y,z
-0.07450028411139162,0.4058080407687266,-1.3511113856352452
-0.07248513599769107,0.43041145894681665,-1.290783716423704
-0.07149650821015927,0.45678593761581926,-1.2267343894826817
-0.07145875390685945,0.48476311059662586,-1.1593007502421455
-0.07229195309498183,0.514166761714202,-1.0888364323217605
-0.07391236029961352,0.5448136879043203,-1.0157095832680894
-0.07623287057334627,0.5765145965420782,-0.9403010194998599
-0.07916350151396787,0.6090750325970797,-0.8630023195360578
-0.08261188887947606,0.6422963310740734,-0.7842138648836039
-0.08648379332350914,0.6759765900739997,-0.7043428382173684
-0.09068361572029886,0.7099116597093906,-0.6238011886941245
-0.09511491850672413,0.7438961420304142,-0.5430035744025998
-0.09968095044015031,0.7777243970639305,-0.4623652920633362
-0.10428517215462375,0.8111915500379735,-0.3823002041540761
-0.10883177989475187,0.8440944948582813,-0.3032186736484671
-0.11322622481622814,0.8762328889218448,-0.22552551651808728
-0.11737572526442161,0.9074101343948727,-0.14961798206022894
-0.12118976947763646,0.9374343411488837,-0.07588377097696627
-0.12458060620936827,0.966119266638458,-0.004699100945543316
-0.12746372082392823,0.9932852281171306,0.06357317081316413
-0.12975829449186238,1.0187599827233933,0.1285853587412192
-0.1313876441953081,1.042379571126141,0.19000668502338314
-0.13227964134840944,1.0639891205973941,0.24752493200696438
-0.1323671069436645,1.0834436035788422,0.30084800283915225
-0.13158818125110738,1.1006085480267487,0.34970538264957873
-0.1298866662229514,1.1153606960559557,0.3938494930938066
-0.1272123388911222,1.127588607656941,0.43305693359657726
-0.12352123418833805,1.13719320652893,0.4671296031894707
-0.11877589577433698,1.1440882653555655,0.4958956974233624
-0.11294559360676774,1.1482008281462597,0.5192105754488424
-0.10600650716038684,1.1494715675745995,0.5369574929946231
-0.09794187336772424,1.1478550755635613,0.549048197631729
-0.08874209852846315,1.1433200856942485,0.5554233833867619
-0.07840483361258387,1.1358496263487963,0.556053002457432
-0.06693501256295291,1.1254411038373469,0.55093643248446
-0.054344853385638395,1.1121063151019415,0.5401024985424653
-0.040653821999881906,1.0958713899351038,0.5236093497250849
-0.025888559003465792,1.076776662996129,0.5015441909128152
-0.010082769692282936,1.054876476251945,0.47402287102245433
0.006722922145661536,1.0302389128101825,0.4411893297410586
0.024481155962689873,1.0029454634481518,0.40321490544156974
0.04313805083572836,0.9730906274710549,0.36029750765829605
0.06263345545659567,0.9407814498544368,0.3126606581649487
